Gene Symbol,logFC,logCPM,F,PValue,BH_adjusted_p-value,MAS_Score,MAS_rank,#NAME?,Category
BUB1B,2.900934956,1.129991044,39.12058193,4.17E-08,1.02E-05,14.47547053,30,4.989932814,Upregulated
EXO1,2.770942338,0.368330233,42.76069238,1.29E-08,6.17E-06,14.43631481,31,5.209893621,Upregulated
ESCO2,2.831072637,0.44832895,41.29488954,2.03E-08,8.02E-06,14.42639825,32,5.095735822,Upregulated
ANLN,2.91652728,0.992861092,38.39316333,5.20E-08,1.16E-05,14.38931911,33,4.933716621,Upregulated
MKI67,2.621286588,3.555644448,47.40562252,3.44E-09,3.27E-06,14.38012627,34,5.485903883,Upregulated
MIXL1,3.609485564,-0.645247139,26.67461518,1.96E-06,0.000105649,14.35179751,35,3.976133789,Upregulated
CEP55,2.68842929,1.384556543,44.30636944,8.66E-09,4.75E-06,14.31200671,36,5.323557052,Upregulated
POLQ,2.84214062,0.834743339,39.33177249,3.86E-08,9.81E-06,14.23413069,37,5.00824294,Upregulated
SPC25,2.870412147,0.121029647,38.21483665,5.03E-08,1.16E-05,14.1700673,38,4.936596758,Upregulated
CDC25A,2.797784718,0.817589735,39.3407427,3.85E-08,9.81E-06,14.01198556,39,5.00824294,Upregulated
SHCBP1,2.792519527,2.389109937,39.61223809,3.59E-08,9.94E-06,13.96971971,40,5.002550411,Upregulated
LOC102724971,3.524055518,1.033922527,27.20990505,2.17E-06,0.000109237,13.96100121,41,3.961629191,Upregulated
LOC107983983,3.491246909,0.714703496,27.74814397,1.74E-06,0.000100403,13.95888443,42,3.998251854,Upregulated
DEPDC1B,2.739341512,0.948847948,41.18155192,2.20E-08,8.25E-06,13.92542383,43,5.083493155,Upregulated
CLSPN,2.407996368,1.650373932,54.30871469,5.09E-10,1.81E-06,13.82508602,44,5.741323453,Upregulated
DEPDC1,2.907833586,0.152713878,36.33174578,9.24E-08,1.80E-05,13.79421078,45,4.743810252,Upregulated
E2F8,3.04909037,0.394201323,33.52894587,2.37E-07,3.22E-05,13.69814416,46,4.492534657,Upregulated
CDC6,2.578507966,2.138072612,45.04885918,6.91E-09,4.92E-06,13.68569553,47,5.30760258,Upregulated
DTL,2.725090345,1.636409147,39.67209595,3.54E-08,1.00E-05,13.62234494,48,4.998859932,Upregulated
CAV1,3.482854859,1.064680816,26.44698607,2.87E-06,0.00012607,13.5809995,49,3.899387155,Upregulated
HJURP,2.695484387,1.495332396,38.68820761,4.82E-08,1.16E-05,13.29947658,50,4.933983903,Upregulated
CDK1,2.595503211,2.386146726,41.25331893,2.16E-08,8.25E-06,13.19422281,51,5.083493155,Upregulated
SKA1,2.600869164,0.853311498,40.7035924,2.56E-08,9.13E-06,13.10699375,52,5.039466781,Upregulated
OTOF,4.624212831,5.071683138,14.95219278,0.000267546,0.001594092,12.93617293,53,2.797486492,Upregulated
CENPF,2.471926786,2.29317546,41.90851034,1.77E-08,7.40E-06,12.682414,54,5.13057833,Upregulated
ENAM,3.258910193,-0.979388569,24.53149331,4.46E-06,0.000159023,12.37910185,55,3.798540346,Upregulated
CENPA,2.641519807,0.195721812,34.96425863,1.51E-07,2.40E-05,12.20458655,56,4.620289623,Upregulated
NEK2,2.694942232,0.37499204,33.43101012,2.55E-07,3.37E-05,12.05267218,57,4.472330441,Upregulated
TRIP13,2.577683281,0.738586406,35.53187141,1.31E-07,2.28E-05,11.96640843,58,4.642311379,Upregulated
PCLAF,2.479553146,2.374963815,37.27322933,7.49E-08,1.52E-05,11.94349024,59,4.816791389,Upregulated
IL4,-2.100993614,-1.310570278,50.87723174,9.56E-10,2.07E-06,11.94281794,60,5.684366606,Downregulated
ARHGAP44,-2.206935281,-0.931977651,45.73468421,5.29E-09,4.02E-06,11.90807642,61,5.395752438,Downregulated
MET,3.712994719,-1.463076896,18.1326908,6.03E-05,0.000626186,11.89382334,62,3.203296594,Upregulated
TTK,2.49221918,0.874807534,36.88151938,8.54E-08,1.69E-05,11.89339776,63,4.772211794,Upregulated
PRRG3,-1.988935874,-1.893889373,52.3168954,3.00E-10,1.43E-06,11.62621734,64,5.845446045,Downregulated
NCAPG,2.149798145,2.300980456,45.89589924,5.36E-09,4.02E-06,11.59977858,65,5.395752438,Upregulated
KNL1,2.299354818,1.505009743,40.36792272,2.85E-08,9.46E-06,11.55203526,66,5.024033338,Upregulated
KRT7,-2.291455667,-1.503079866,38.71061425,3.18E-08,9.44E-06,11.51433926,67,5.024901606,Downregulated
KIF18B,2.607999888,0.155344047,32.61622046,3.31E-07,3.97E-05,11.4785859,68,4.401298462,Upregulated
MMP8,3.9398029,6.849728498,15.7650171,0.000189509,0.001280645,11.39615993,69,2.89257108,Upregulated
TPX2,2.30784761,2.219143342,38.61012252,4.90E-08,1.16E-05,11.39046136,70,4.935534438,Upregulated
BHLHA15,3.94314431,-2.046508982,15.63260321,0.000191607,0.001292373,11.39021434,71,2.888612092,Upregulated
PHKA1,2.981766823,-1.662508007,24.1863766,4.79E-06,0.000162555,11.29791663,72,3.789000716,Upregulated
CDC45,2.347188345,1.48042349,37.17565448,7.79E-08,1.56E-05,11.28064752,73,4.806025703,Upregulated
KIF11,2.203641472,2.656596111,40.46801682,2.74E-08,9.42E-06,11.07561098,74,5.026049439,Upregulated
TXNDC5,2.860369972,6.982334382,25.20841078,4.64E-06,0.000159632,10.86048493,75,3.796881186,Upregulated
KIF18A,2.160003717,0.156857265,40.0522654,3.12E-08,9.61E-06,10.83773604,76,5.017461752,Upregulated
TNNC1,-2.02404931,-0.848393855,44.48365011,8.09E-09,4.61E-06,10.80067894,77,5.336173823,Downregulated
FBXO16,3.231121634,-1.849009211,19.21367643,3.72E-05,0.000487403,10.70183697,78,3.312112074,Upregulated
GINS1,2.16607365,0.876085052,38.34852292,5.39E-08,1.18E-05,10.67344643,79,4.927554714,Upregulated
STIL,2.324203474,0.970715725,34.69838746,1.74E-07,2.64E-05,10.64152138,80,4.578567023,Upregulated
HASPIN,2.459996,-0.094804732,30.89582159,5.92E-07,5.14E-05,10.55026908,81,4.288734242,Upregulated
TPPP3,-2.343395435,2.770929599,33.49924349,2.55E-07,3.37E-05,10.48043874,82,4.472330441,Downregulated
KCNN3,3.002719546,0.541662322,21.57402634,1.79E-05,0.000326066,10.46956558,83,3.486694451,Upregulated
NUSAP1,1.86846777,3.102971252,49.5618244,1.86E-09,2.65E-06,10.42142033,84,5.577522129,Upregulated
KCTD14,3.683386092,0.4052176,15.03010441,0.000245259,0.001517773,10.38270358,85,2.818793177,Upregulated
NEIL3,2.273444019,-0.428936308,34.25251196,1.86E-07,2.76E-05,10.3664398,86,4.559795495,Upregulated
LYNX1,-2.230570399,1.057341402,35.51651889,1.34E-07,2.30E-05,10.34629104,87,4.638405963,Downregulated
TARM1,2.678168573,0.845488525,25.83539518,3.70E-06,0.000147198,10.26300175,88,3.832097,Upregulated
TROAP,2.372340413,0.8544423,31.39881246,5.24E-07,4.91E-05,10.22172132,89,4.308707666,Upregulated
BATF3,-1.787453116,1.558627017,53.11376691,7.00E-10,1.99E-06,10.18898096,90,5.700278719,Downregulated
INHBA,3.046983092,-0.010413054,19.7388183,3.53E-05,0.00047238,10.13337866,91,3.325708857,Upregulated
ITGA8,3.685428122,-2.238369128,14.24915422,0.000335869,0.001856069,10.06639967,92,2.731405778,Upregulated
NUF2,2.0321304,1.44953481,38.42506114,5.23E-08,1.16E-05,10.02595553,93,4.933716621,Upregulated
ERICH3,3.407760401,-1.201775374,15.70350396,0.000165702,0.001176956,9.982147266,94,2.929239762,Upregulated
ALDH1L2,2.786331528,-0.159805494,22.41835081,1.25E-05,0.000270487,9.941224618,95,3.567854191,Upregulated
PCSK9,4.398280984,-0.294057199,10.71201178,0.001600553,0.005615725,9.898745373,96,2.250594132,Upregulated
MMP17,-1.82874163,1.164928415,47.63211311,3.28E-09,3.93E-06,9.885701986,97,5.405740114,Downregulated
ESPL1,2.126871732,0.667712615,35.46474671,1.36E-07,2.30E-05,9.866700545,98,4.639067037,Upregulated
CENPE,2.149393046,1.870996133,34.78872999,1.68E-07,2.57E-05,9.865258706,99,4.589788138,Upregulated
ZNF215,2.8189652,-0.904347476,21.27134285,1.75E-05,0.000322563,9.842092903,100,3.491385032,Upregulated
ZG16B,-1.948682609,0.523700641,39.62697051,3.68E-08,9.89E-06,9.752993765,101,5.004916512,Downregulated
OLFM4,3.679330932,5.441461439,13.77066836,0.000444638,0.00227703,9.723114985,102,2.642631273,Upregulated
FCER2,-2.13479161,3.618792995,33.46646989,2.58E-07,3.37E-05,9.547210277,103,4.47219777,Downregulated
ABCA13,2.910076158,2.382126031,19.30728104,4.46E-05,0.00053199,9.527869994,104,3.274096441,Upregulated
H2AC11,2.180778008,-0.221927152,31.66975811,4.62E-07,4.66E-05,9.446604065,105,4.33175868,Upregulated
CD38,1.922304051,4.65726269,37.84843109,6.19E-08,1.32E-05,9.381536205,106,4.880360213,Upregulated
EPB41L4B,5.118217771,-0.779676513,8.216891213,0.005616931,0.014771219,9.369325864,107,1.830583669,Upregulated
CCNB2,2.152023371,1.782570024,31.84961455,4.48E-07,4.59E-05,9.335713342,108,4.338109645,Upregulated
SHD,-1.975082698,-2.123873096,33.85472334,1.02E-07,1.91E-05,9.318856821,109,4.718210954,Downregulated
H2BC7,2.563154022,0.929532811,23.50437926,8.80E-06,0.000233998,9.306266674,110,3.630787145,Upregulated
NCAPH,1.991330887,1.451354318,35.7237654,1.24E-07,2.21E-05,9.270410328,111,4.65538419,Upregulated
H4C8,2.405093757,3.560713551,25.4886895,4.19E-06,0.000157278,9.147371146,112,3.803332456,Upregulated
SFTPD,-2.07642477,-0.391344003,32.62162713,3.57E-07,4.17E-05,9.093990978,113,4.379639036,Downregulated
FBXO43,2.201114979,-1.781372948,28.22124287,1.04E-06,7.72E-05,9.05124381,114,4.112117675,Upregulated
GSTA1,-2.262697363,-1.450022881,26.97276374,2.00E-06,0.000106635,8.987662271,115,3.972100917,Downregulated
NOXA1,-1.957695516,0.798679148,34.49708723,1.88E-07,2.75E-05,8.927582429,116,4.560250743,Downregulated
P3H3,-1.949790399,-0.186761467,34.55195517,1.89E-07,2.75E-05,8.891533116,117,4.560250743,Downregulated
ORC1,1.918278707,1.197386718,34.32017702,1.97E-07,2.81E-05,8.73142394,118,4.551697263,Upregulated
EBI3,-2.017120654,-2.043836744,29.54505067,5.43E-07,4.94E-05,8.686247856,119,4.306260926,Downregulated
GPRC5D,2.767871806,0.628504183,17.94825344,7.65E-05,0.000733573,8.676050234,120,3.134556382,Upregulated
E2F7,2.390999334,-0.617595445,23.14871896,9.37E-06,0.000237928,8.663915294,121,3.623554038,Upregulated
FBXO39,3.194112623,-0.011035136,14.12853966,0.000364493,0.001966219,8.644444843,122,2.706368204,Upregulated
KIFC1,2.063231797,1.823674278,30.08900919,8.18E-07,6.48E-05,8.641141413,123,4.188158318,Upregulated
TSHR,2.528211002,-0.410788083,20.72792157,2.41E-05,0.000384643,8.633694294,124,3.414942142,Upregulated
POPDC1,3.06695262,-2.098395737,14.51590473,0.000278506,0.001637953,8.543605751,125,2.785698643,Upregulated
CCNA1,3.790220854,3.471938105,10.91368203,0.001591764,0.005596142,8.535999229,126,2.252111304,Upregulated
SLC4A3,-1.830651541,-1.305265649,35.23241255,1.27E-07,2.24E-05,8.511039261,127,4.649185861,Downregulated
CEACAM8,2.88888975,4.742283473,16.16493252,0.000160265,0.001154169,8.486779386,128,2.937730451,Upregulated
CRIP2,-2.547798657,1.61938287,19.83898192,3.62E-05,0.000480455,8.454480824,129,3.318347311,Downregulated
TYMS,1.869715853,2.654701347,33.61766125,2.46E-07,3.30E-05,8.378492285,130,4.48115807,Upregulated
CDKN1C,-2.099985721,2.317309853,27.7194459,1.87E-06,0.000103261,8.370674597,131,3.986062626,Downregulated
CDC20,2.290745412,2.033350937,23.65627684,8.30E-06,0.000229283,8.337461972,132,3.639628363,Upregulated
ZWINT,1.968568955,2.701105283,30.07164079,8.19E-07,6.48E-05,8.2456846,133,4.188669428,Upregulated
ARHGAP11A-SCG5,1.974968572,-0.26049573,29.83485928,8.84E-07,6.81E-05,8.229349698,134,4.166825647,Upregulated
CDCA8,1.474027634,1.844661461,49.66781737,1.81E-09,2.65E-06,8.221421748,135,5.577522129,Upregulated
CEACAM6,2.7586832,3.815097914,16.44185974,0.000142825,0.001074731,8.189703564,136,2.968700272,Upregulated
FNDC10,-2.116602865,1.130258773,26.2596908,3.20E-06,0.000135608,8.186417282,137,3.867715299,Downregulated
TICRR,2.152685086,-0.243833689,25.25921224,4.49E-06,0.000159078,8.176734878,138,3.79838878,Upregulated
UCHL1,2.743843202,-0.366211104,16.3871671,0.000139363,0.001059305,8.162875631,139,2.9749789,Upregulated
RPL8,-1.730802518,9.464973824,36.16620885,1.06E-07,1.97E-05,8.146102863,140,4.706546691,Downregulated
PLD4,-1.954578198,2.066776004,29.83704045,8.90E-07,6.82E-05,8.143502217,141,4.166373199,Downregulated
PALM2AKAP2,1.746537821,4.431380637,35.38429395,1.37E-07,2.27E-05,8.110778855,142,4.643918248,Upregulated
DMC1,2.229518192,-1.307931084,23.06035682,8.73E-06,0.000233407,8.097357426,143,3.63188668,Upregulated
ERG,2.503525107,0.708588991,18.77610271,5.51E-05,0.00059424,8.076468195,144,3.226038425,Upregulated
LYPD2,-2.477305148,-0.640575736,18.92929785,5.16E-05,0.000573212,8.030642429,145,3.241684795,Downregulated
CAPN13,2.663743799,0.703928126,16.7448315,0.00012582,0.000990711,8.002027911,146,3.004053135,Upregulated
PPP1R17,-2.247070969,-0.559391407,22.46052393,1.32E-05,0.000277003,7.993990242,147,3.557515695,Downregulated
ZNF358,-1.808296422,1.678345235,32.36691049,3.75E-07,4.21E-05,7.911691941,148,4.37521849,Downregulated
SYT17,-1.8219385,0.152200316,31.95414067,4.45E-07,4.59E-05,7.90376898,149,4.338109645,Downregulated
PLK4,1.753749327,1.555339854,33.1368647,2.90E-07,3.54E-05,7.806872385,150,4.451532648,Upregulated
INAVA,2.137998672,-1.499749479,23.17625031,8.02E-06,0.000223755,7.804181059,151,3.650227271,Upregulated
TNNI2,-1.717131301,3.026195048,34.12962864,2.07E-07,2.89E-05,7.793830319,152,4.538866837,Downregulated
NEURL1,-1.797604125,1.831950358,31.66863483,4.75E-07,4.66E-05,7.785839795,153,4.331231602,Downregulated
SAMD11,-2.000779273,0.767296469,26.38206522,3.07E-06,0.000132052,7.76152982,154,3.879253411,Downregulated
USP18,3.017074357,4.39244053,13.21235916,0.000567492,0.002684139,7.757486408,155,2.571194969,Upregulated
TPGS1,-1.951850159,-1.820005017,26.45107983,2.10E-06,0.000107443,7.746549427,156,3.968823831,Downregulated
SLC39A4,-1.793347614,-0.087595626,31.24410662,5.70E-07,5.03E-05,7.708333412,157,4.298292953,Downregulated
CKAP2L,1.743111999,0.50381644,32.45332205,3.70E-07,4.24E-05,7.622636497,158,4.373004433,Upregulated
ZDHHC1,-1.916744425,0.274686811,27.5361728,2.05E-06,0.000106484,7.614681391,159,3.972716077,Downregulated
DEFA4,3.01592688,4.986570159,12.79321374,0.000682526,0.003043604,7.589917226,160,2.516611817,Upregulated
DES,-1.924594067,-0.316702109,26.83877073,2.65E-06,0.000120849,7.540089114,161,3.917755563,Downregulated
TNFRSF17,2.577309626,3.847079971,15.85189817,0.000182762,0.001253019,7.479462058,162,2.902042495,Upregulated
H2BC15,2.101431172,0.025839003,22.27470218,1.40E-05,0.000287217,7.442828849,163,3.541790447,Upregulated
HESX1,2.761131908,1.063709296,14.14509009,0.000378665,0.002022006,7.439090195,164,2.694217604,Upregulated
ANTXRL,3.28390738,-2.270639934,10.82481363,0.001535333,0.005460836,7.430631306,165,2.262740829,Upregulated
ZNF703,-1.954439243,2.092486404,25.25074222,4.58E-06,0.000159651,7.420672324,166,3.796829373,Downregulated
BIRC5,2.095958498,2.235536074,21.91712897,1.60E-05,0.000309418,7.355670816,167,3.50945442,Upregulated
RAD51,1.854133028,1.266635313,27.29675422,2.19E-06,0.000109743,7.341665574,168,3.959621809,Upregulated
DENND6B,-1.579901483,2.271134584,35.19513856,1.46E-07,2.34E-05,7.316721168,169,4.631124944,Downregulated
FBP1,-1.33943175,4.78971772,47.52163209,3.32E-09,3.49E-06,7.30977001,170,5.457366538,Downregulated
FUOM,-1.90958372,2.426361427,25.71598058,3.86E-06,0.000151091,7.296062097,171,3.820760526,Downregulated
DSCC1,1.841384569,0.23051943,27.26909405,2.23E-06,0.000109909,7.289978298,172,3.958965672,Upregulated
LAMC1,1.763182398,2.515624442,29.18656497,1.11E-06,8.01E-05,7.222536125,173,4.096306844,Upregulated
CTSG,2.838317011,3.306104786,12.81501438,0.000676351,0.003021741,7.151828935,174,2.519742829,Upregulated
DEFB1,3.29470856,-0.999737837,10.18922025,0.002067372,0.006779609,7.145548511,175,2.168795322,Upregulated
RAB39A,2.100977162,0.566832595,20.19813361,3.15E-05,0.000443998,7.043775403,176,3.352618739,Upregulated
P2RY11,-1.912936373,2.235258473,23.74180591,8.02E-06,0.000223755,6.982652516,177,3.650227271,Downregulated
METTL26,-1.748827654,3.853563077,27.6776867,1.90E-06,0.000103209,6.971320537,178,3.986282193,Downregulated
PLK1,1.60713439,1.199336686,31.78197293,4.60E-07,4.67E-05,6.959847913,179,4.33059485,Upregulated
SELENOM,-1.908313731,1.328867421,23.43372005,9.05E-06,0.000235269,6.924194405,180,3.628436086,Downregulated
STK32C,-1.380963142,3.025859395,39.79191589,3.36E-08,9.78E-06,6.918152132,181,5.009657333,Downregulated
ATOH8,-1.990714631,0.914196306,21.43061412,1.95E-05,0.000340234,6.904239983,182,3.46822185,Downregulated
SUCNR1,1.794552871,1.659695069,25.96035507,3.54E-06,0.000143473,6.896881161,183,3.843230965,Upregulated
FXYD5,-1.496258374,7.718892907,34.90164728,1.60E-07,2.48E-05,6.890110011,184,4.6048932,Downregulated
CYP7A1,2.256131804,-2.489538656,16.42736199,0.000106597,0.000894709,6.877407123,185,3.04831797,Upregulated
JOSD2,-1.8154588,1.596029414,25.07334252,4.90E-06,0.000164063,6.871490376,186,3.784988331,Downregulated
TRAM2,1.567599181,4.299828868,32.34002787,3.76E-07,4.19E-05,6.86290976,187,4.377974833,Upregulated
IL34,-2.17734299,-1.643104136,17.72099924,7.28E-05,0.000714592,6.849794425,188,3.145941847,Downregulated
VEGFB,-1.696174783,3.266051613,27.85136784,1.78E-06,0.000101286,6.775284775,189,3.994449655,Downregulated
RPH3A,2.51984808,5.726236585,14.08222193,0.000388421,0.002063716,6.766674023,190,2.685349992,Upregulated
FAM20C,-1.343679606,2.607656914,40.12333313,3.04E-08,9.61E-06,6.741359363,191,5.017088397,Downregulated
CAPS,-1.771879667,2.383399948,25.48831135,4.19E-06,0.000156862,6.74108532,192,3.804482575,Downregulated
MND1,1.856479754,-0.051859285,23.43143195,9.07E-06,0.000234657,6.738216792,193,3.629566537,Upregulated
FOLR2,-1.393753115,2.020990991,37.46233076,7.03E-08,1.47E-05,6.73431952,194,4.831787959,Downregulated
CBARP,-1.642807083,-1.507812193,28.70102768,1.14E-06,8.06E-05,6.724955594,195,4.093575966,Downregulated
SCD,1.504229411,2.77043504,33.36050981,2.67E-07,3.42E-05,6.717585601,196,4.465798603,Upregulated
KIF2C,1.764536169,2.021997135,25.39021106,4.36E-06,0.000158353,6.7058966,197,3.800373559,Upregulated
SPATA2L,-1.634030477,2.617352454,29.16624295,1.12E-06,7.95E-05,6.698498675,198,4.099371933,Downregulated
XRCC2,1.760670065,0.082156948,25.26098935,4.62E-06,0.000160403,6.681369803,199,3.794788096,Upregulated
MOXD1,2.132278983,-0.297313815,17.89787405,7.77E-05,0.000741675,6.673578041,200,3.129786531,Upregulated
CCNB1,1.615771005,2.228938649,29.44942734,1.02E-06,7.63E-05,6.65261171,201,4.117298608,Upregulated
IGFBP6,-2.041931472,-1.43750089,18.75225498,5.05E-05,0.000567844,6.627642463,202,3.245771249,Downregulated
KIAA1958,1.971533224,3.985100023,20.27391102,3.03E-05,0.000435548,6.626252375,203,3.360964094,Upregulated
ARFGEF3,2.70473423,-2.645881459,11.89488158,0.000866885,0.003611471,6.605815461,204,2.442315917,Upregulated
CDCA5,1.852854385,2.022672071,22.50269194,1.28E-05,0.000272823,6.603794496,205,3.564119529,Upregulated
CCDC194,2.511622091,-0.709920952,13.55195101,0.000468591,0.002359012,6.598709004,206,2.627269854,Upregulated
GPSM1,-1.519406258,-0.322058473,32.04786312,4.35E-07,4.56E-05,6.596036329,207,4.341193341,Downregulated
COL17A1,2.678731018,2.596263088,12.40036077,0.000813436,0.00344959,6.595658653,208,2.462232531,Upregulated
NOP53,-1.675377565,6.893491787,26.90482568,2.50E-06,0.000116993,6.587319632,209,3.931841854,Downregulated
MPO,2.336570904,4.453580541,15.05617804,0.000255793,0.001552289,6.56349163,210,2.809027374,Upregulated
ZNF524,-1.688388625,2.865953312,26.32462148,3.09E-06,0.000131846,6.550832087,211,3.879931427,Downregulated
C2orf81,-1.623325143,0.018256018,28.34371153,1.55E-06,9.51E-05,6.528646807,212,4.021773971,Downregulated
LTB,-1.625533576,7.324743464,27.91471736,1.74E-06,0.000100184,6.500837329,213,3.999202124,Downregulated
FAP,2.834644268,-0.092909803,11.08732953,0.00144063,0.005205847,6.472934464,214,2.283508565,Upregulated
SLC27A1,-1.450771632,3.446268157,32.90496408,3.11E-07,3.76E-05,6.419833101,215,4.425116234,Downregulated
FAAH,-1.599976059,3.065644269,28.088276,1.64E-06,9.74E-05,6.418002501,216,4.011311585,Downregulated
SLC2A6,-1.425174101,4.349800978,33.74163968,2.35E-07,3.24E-05,6.397875194,217,4.489188506,Downregulated
TCAP,-1.58276655,0.07514901,28.69324631,1.37E-06,9.08E-05,6.39763069,218,4.042055786,Downregulated
NAPRT,-1.662657465,4.834744445,25.85800911,3.66E-06,0.000146168,6.376534802,219,3.835146407,Downregulated
RPL13,-1.675484526,9.472439081,25.42069537,4.29E-06,0.000156967,6.373866264,220,3.804192856,Downregulated
EEF1D,-1.598706246,8.211818671,27.73008848,1.86E-06,0.00010365,6.369931243,221,3.984428822,Downregulated
ALKBH7,-1.78045428,2.707971747,22.50698126,1.28E-05,0.000272199,6.347520376,222,3.565112818,Downregulated
GTSE1,1.56944633,1.157373862,28.67056166,1.35E-06,9.06E-05,6.345135576,223,4.042913386,Upregulated
NPDC1,-1.822042929,1.894093479,21.47341645,1.90E-05,0.00033688,6.3270883,224,3.472524273,Downregulated
RPL18A,-1.716162907,8.179490992,24.13833648,6.90E-06,0.000207041,6.322247671,225,3.683943782,Downregulated
ABCA1,1.845577903,6.537574963,20.90127378,2.37E-05,0.000381489,6.309141768,226,3.418518263,Upregulated
NUCB1,-1.44197185,6.962741494,32.22754703,3.91E-07,4.24E-05,6.30552534,227,4.372849123,Downregulated
SPATS2L,2.405847908,4.358087735,13.57161444,0.000484892,0.002413791,6.296826717,228,2.61730041,Upregulated
RPLP2,-1.84165218,8.576108945,20.89383712,2.38E-05,0.000381217,6.296292102,229,3.418828034,Downregulated
RAD51AP1,1.581739595,1.025132093,27.55320583,2.01E-06,0.000106635,6.282829296,230,3.972100917,Upregulated
TMEM255A,2.391049862,1.016744624,13.63635166,0.000472981,0.002371809,6.276315082,231,2.6249202,Upregulated
MAOA,3.457300519,2.151110635,8.091802063,0.006027034,0.01562337,6.244663632,232,1.80622529,Upregulated
OR2B6,2.166878271,1.899800868,15.60448175,0.000203257,0.001341492,6.224167203,233,2.872412026,Upregulated
H2BC9,1.764768603,1.427368522,22.05326264,1.53E-05,0.00030021,6.216529484,234,3.522574843,Upregulated
BRAT1,-1.427124849,4.118557221,31.9356991,4.31E-07,4.55E-05,6.196062657,235,4.34164023,Downregulated
SCAND1,-1.6867061,2.836657157,24.01189297,7.24E-06,0.000214036,6.189390833,236,3.669513517,Downregulated
MCM4,1.469276533,3.54135093,30.23158704,7.74E-07,6.19E-05,6.182795125,237,4.208054092,Upregulated
CIT,1.619938628,0.237183123,25.70125335,3.94E-06,0.000152741,6.18175675,238,3.816043796,Upregulated
UHRF1,1.425950776,1.621953313,31.73741615,4.64E-07,4.63E-05,6.180596039,239,4.334368438,Upregulated
H2BK1,-1.511405787,-1.410841567,28.73580178,1.19E-06,8.33E-05,6.165361417,240,4.079223113,Downregulated
