"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneSymbols"
"GO:0050727","regulation of inflammatory response","79/1468","438/18986",0.180365296803653,2.33270812337476,8.16863750575039,9.23047364976065e-13,4.49559360509339e-10,3.53861387697629e-10,"1588/4317/5468/4023/2852/6279/6283/7097/3586/6280/241/3554/4792/2840/10769/59272/2209/11274/9447/1432/4671/604/8530/3479/55872/7130/3606/3717/81030/2161/114769/4318/55075/9655/3371/2865/301/9111/2633/8870/7114/3600/5138/64127/5687/9314/834/683/1051/240/1326/5603/4615/353514/118788/7128/2634/1268/23765/54209/5054/11343/838/9021/3430/10318/2876/7099/8993/27342/171389/27293/3082/58484/196/64332/115362/2529/56670",79,"CYP19A1, MMP8, PPARG, LPL, GPER1, S100A8, S100A12, TLR2, IL10, S100A9, ALOX5AP, IL1R1, NFKBIA, GPR17, PLK2, ACE2, FCGR1A, USP18, AIM2, MAPK14, NAIP, BCL6, CST7, IGF1, PBK, TNFAIP6, IL18, JAK2, ZBP1, F12, CARD16, MMP9, UACA, SOCS5, TNC, FFAR3, ANXA1, NMI, GBP1, IER3, TMSB4X, IL15, PDE2A, NOD2, PSMA6, KLF4, CASP1, BST1, CEBPB, ALOX5, MAP3K8, MAPK13, MYD88, LILRA5, PIK3AP1, TNFAIP3, GBP2, CNR1, IL17RA, TREM2, SERPINE1, MGLL, CASP5, SOCS3, IFI35, TNIP1, GPX1, TLR4, PGLYRP1, RABGEF1, NLRP6, SMPDL3B, HGF, NLRC4, AHR, NFKBIZ, GBP5, FUT7, SUCNR1"
"GO:0050777","negative regulation of immune response","49/1468","207/18986",0.236714975845411,3.06149218760284,8.63289984763852,9.42307829888571e-13,4.49559360509339e-10,3.53861387697629e-10,"11326/383/5468/11213/4938/710/3586/2840/4940/10769/11274/1432/604/64092/966/1379/9212/9636/9958/9655/3106/301/9111/634/3428/64127/387837/1378/54625/203228/10906/3105/29126/1604/3718/7128/6773/3077/54209/149095/2810/2876/282618/8993/3142/171389/6737/5292/196",49,"VSIG4, ARG1, PPARG, IRAK3, OAS1, SERPING1, IL10, GPR17, OAS3, PLK2, USP18, MAPK14, BCL6, SAMSN1, CD59, CR1L, AURKB, ISG15, USP15, SOCS5, HLA-B, ANXA1, NMI, CEACAM1, IFI16, NOD2, CLEC12B, CR1, PARP14, C9orf72, TRAFD1, HLA-A, CD274, CD55, JAK3, TNFAIP3, STAT2, HFE, TREM2, DCST1, SFN, GPX1, IFNL1, PGLYRP1, HLX, NLRP6, TRIM21, PIM1, AHR"
"GO:0140888","interferon-mediated signaling pathway","34/1468","112/18986",0.303571428571429,3.92616290385364,8.99086763144645,1.71756618921206e-12,7.56389725633771e-10,5.95376587531726e-10,"3429/383/5468/4938/8638/117854/4940/11274/83666/4939/8519/3717/9636/81030/29110/6672/64135/64343/9759/54625/10581/3459/10410/9755/8772/4615/3460/6773/54502/149095/282618/3588/6772/3665",34,"IFI27, ARG1, PPARG, OAS1, OASL, TRIM6, OAS3, USP18, PARP9, OAS2, IFITM1, JAK2, ISG15, ZBP1, TBK1, SP100, IFIH1, AZI2, HDAC4, PARP14, IFITM2, IFNGR1, IFITM3, TBKBP1, FADD, MYD88, IFNGR2, STAT2, RBM47, DCST1, IFNL1, IL10RB, STAT1, IRF7"
"GO:0042742","defense response to bacterium","66/1468","342/18986",0.192982456140351,2.49588890482337,8.08107084971361,3.17426600925923e-12,1.29804806450065e-09,1.02173178839389e-09,"6035/4057/1669/671/6279/26253/3934/3148/306/4938/6283/7097/338339/56169/6590/3586/6280/4353/6037/55122/4940/2209/1511/163351/283/820/4671/3240/4939/6038/566/5861/3606/3512/9636/6364/2207/7779/6868/29110/55576/2633/6403/64127/834/3105/1051/5473/6039/4615/602/133/128488/2634/1113/54209/8767/5054/6556/7099/8993/171389/115727/58484/64332/115362",66,"RNASE1, LTF, DEFA4, BPI, S100A8, CLEC4E, LCN2, HMGB2, ANXA3, OAS1, S100A12, TLR2, CLEC4D, GSDMC, SLPI, IL10, S100A9, MPO, RNASE3, AKIRIN2, OAS3, FCGR1A, CTSG, GBP6, ANG, CAMP, NAIP, HP, OAS2, RNASE4, AZU1, RAB1A, IL18, JCHAIN, ISG15, CCL20, FCER1G, SLC30A1, ADAM17, TBK1, STAB2, GBP1, SELP, NOD2, CASP1, HLA-A, CEBPB, PPBP, RNASE6, MYD88, BCL3, ADM, WFDC12, GBP2, CHGA, TREM2, RIPK2, SERPINE1, SLC11A1, TLR4, PGLYRP1, NLRP6, RASGRP4, NLRC4, NFKBIZ, GBP5"
"GO:0071216","cellular response to biotic stimulus","56/1468","269/18986",0.20817843866171,2.69242223190138,8.09268821954034,6.28314505896713e-12,2.22410051817637e-09,1.75065489649516e-09,"4317/4057/1669/129607/11213/671/3148/7097/3586/23643/4792/1511/1649/820/1432/2920/19/8754/2048/3717/5581/10221/81793/114769/2204/4318/978/2921/7855/10628/3627/7431/64127/57088/834/10269/84919/5473/51510/29126/4615/1604/80380/7128/2634/54209/8767/706/5054/10318/7099/196/64332/22843/115362/5196",56,"MMP8, LTF, DEFA4, CMPK2, IRAK3, BPI, HMGB2, TLR2, IL10, LY96, NFKBIA, CTSG, DDIT3, CAMP, MAPK14, CXCL2, ABCA1, ADAM9, EPHB2, JAK2, PRKCE, TRIB1, TLR10, CARD16, FCAR, MMP9, CDA, CXCL3, FZD5, TXNIP, CXCL10, VIM, NOD2, PLSCR4, CASP1, ZMPSTE24, PPP1R15B, PPBP, CHMP5, CD274, MYD88, CD55, PDCD1LG2, TNFAIP3, GBP2, TREM2, RIPK2, TSPO, SERPINE1, TNIP1, TLR4, AHR, NFKBIZ, PPM1E, GBP5, PF4"
"GO:0000075","cell cycle checkpoint signaling","47/1468","203/18986",0.231527093596059,2.99439604837519,8.2699524451746,6.37098489780337e-12,2.22410051817637e-09,1.75065489649516e-09,"990/332/8318/991/10769/220134/57405/26270/83666/1432/63967/699/221150/51512/51514/4582/9212/983/9319/701/55143/144455/90381/4193/9587/8870/8738/1843/891/25949/51720/5347/7272/84072/4683/81620/11130/1869/151636/672/83540/1111/5888/4998/147841/1063/5371",47,"CDC6, BIRC5, CDC45, CDC20, PLK2, SKA1, SPC25, FBXO6, PARP9, MAPK14, CLSPN, BUB1, SKA3, GTSE1, DTL, MUC1, AURKB, CDK1, TRIP13, BUB1B, CDCA8, E2F7, TICRR, MDM2, MAD2L1BP, IER3, CRADD, DUSP1, CCNB1, SYF2, UIMC1, PLK1, TTK, HORMAD1, NBN, CDT1, ZWINT, E2F1, DTX3L, BRCA1, NUF2, CHEK1, RAD51, ORC1, SPC24, CENPF, PML"
"GO:0048525","negative regulation of viral process","31/1468","99/18986",0.313131313131313,4.04980320920375,8.80712158076866,6.60431594917002e-12,2.22410051817637e-09,1.75065489649516e-09,"91543/4057/4061/4938/8638/117854/6590/3434/4599/4940/5359/4939/6732/200315/8519/5610/9636/8724/6672/7706/64135/3428/56829/5806/10581/9582/10410/24138/10318/6772/6737",31,"RSAD2, LTF, LY6E, OAS1, OASL, TRIM6, SLPI, IFIT1, MX1, OAS3, PLSCR1, OAS2, SRPK1, APOBEC3A, IFITM1, EIF2AK2, ISG15, SNX3, SP100, TRIM25, IFIH1, IFI16, ZC3HAV1, PTX3, IFITM2, APOBEC3B, IFITM3, IFIT5, TNIP1, STAT1, TRIM21"
"GO:0007059","chromosome segregation","75/1468","429/18986",0.174825174825175,2.26105638230979,7.64777908278368,1.68655963646883e-11,5.36419662154671e-09,4.2223168442825e-09,"6604/116028/990/332/9133/55355/24137/991/157313/4751/220134/5359/57405/9787/9928/146909/113130/57520/81624/6732/699/5728/130951/9700/79682/221150/10744/22974/9212/983/4288/25978/200942/9319/11144/387103/259266/7320/157570/701/55143/11065/7153/9587/54930/56992/3833/1843/148479/51203/891/8780/9493/5347/4605/11004/127829/51510/7272/84057/84072/3832/81620/11130/64151/672/83540/728637/9985/29781/23397/147841/1063/100130958/6491",75,"SMARCD3, RMI2, CDC6, BIRC5, CCNB2, HJURP, KIF4A, CDC20, CDCA2, NEK2, SKA1, PLSCR1, SPC25, DLGAP5, KIF14, KIF18B, CDCA5, HECW2, DIAPH3, SRPK1, BUB1, PTEN, M1AP, ESPL1, CENPU, SKA3, PTTG2, TPX2, AURKB, CDK1, MKI67, CHMP2B, KLHDC8B, TRIP13, DMC1, CENPW, ASPM, UBE2B, ESCO2, BUB1B, CDCA8, UBE2C, TOP2A, MAD2L1BP, HAUS4, KIF15, KIFC1, DUSP1, PHF13, NUSAP1, CCNB1, RIOK3, KIF23, PLK1, MYBL2, KIF2C, ARL8A, CHMP5, TTK, MND1, HORMAD1, KIF11, CDT1, ZWINT, NCAPG, BRCA1, NUF2, MEIKIN, REC8, NCAPH2, NCAPH, SPC24, CENPF, SYCE1L, STIL"
"GO:0002221","pattern recognition receptor signaling pathway","56/1468","278/18986",0.201438848920863,2.60525748338659,7.80511826627461,2.47339101789423e-11,7.45271767233921e-09,5.86625315656799e-09,"91543/4057/11213/6279/26253/4938/8638/7097/5608/6280/23643/4792/4940/55601/84282/9447/4671/857/7100/57162/5610/9212/5581/80216/9958/81793/121260/29110/7706/57142/64135/9111/3428/56829/1147/64127/8780/834/92610/10211/29126/4615/118788/7128/2634/54209/8767/3430/10318/7099/171389/27293/58484/64332/3665/115362",56,"RSAD2, LTF, IRAK3, S100A8, CLEC4E, OAS1, OASL, TLR2, MAP2K6, S100A9, LY96, NFKBIA, OAS3, DDX60, RNF135, AIM2, NAIP, CAV1, TLR5, PELI1, EIF2AK2, AURKB, PRKCE, ALPK1, USP15, TLR10, SLC15A4, TBK1, TRIM25, RTN4, IFIH1, NMI, IFI16, ZC3HAV1, CHUK, NOD2, RIOK3, CASP1, TIFA, FLOT1, CD274, MYD88, PIK3AP1, TNFAIP3, GBP2, TREM2, RIPK2, IFI35, TNIP1, TLR4, NLRP6, SMPDL3B, NLRC4, NFKBIZ, IRF7, GBP5"
"GO:0071219","cellular response to molecule of bacterial origin","51/1468","242/18986",0.210743801652893,2.72560069358434,7.82065124556739,3.43045993194182e-11,9.81969155518347e-09,7.72936787823313e-09,"4317/4057/1669/129607/11213/671/3148/7097/3586/23643/4792/1511/820/1432/2920/19/8754/2048/3717/5581/10221/81793/114769/2204/4318/2921/7855/3627/7431/64127/57088/834/5473/51510/29126/4615/1604/80380/7128/2634/54209/8767/706/5054/10318/7099/196/64332/22843/115362/5196",51,"MMP8, LTF, DEFA4, CMPK2, IRAK3, BPI, HMGB2, TLR2, IL10, LY96, NFKBIA, CTSG, CAMP, MAPK14, CXCL2, ABCA1, ADAM9, EPHB2, JAK2, PRKCE, TRIB1, TLR10, CARD16, FCAR, MMP9, CXCL3, FZD5, CXCL10, VIM, NOD2, PLSCR4, CASP1, PPBP, CHMP5, CD274, MYD88, CD55, PDCD1LG2, TNFAIP3, GBP2, TREM2, RIPK2, TSPO, SERPINE1, TNIP1, TLR4, AHR, NFKBIZ, PPM1E, GBP5, PF4"
"GO:1905818","regulation of chromosome separation","26/1468","77/18986",0.337662337662338,4.36706889840405,8.57016438789932,4.90189213233382e-11,1.33634916464815e-08,1.05187971020156e-08,"332/991/220134/5359/57405/9787/699/9700/221150/9212/9319/701/55143/11065/9587/1843/891/5347/7272/11130/64151/83540/29781/23397/147841/1063",26,"BIRC5, CDC20, SKA1, PLSCR1, SPC25, DLGAP5, BUB1, ESPL1, SKA3, AURKB, TRIP13, BUB1B, CDCA8, UBE2C, MAD2L1BP, DUSP1, CCNB1, PLK1, TTK, ZWINT, NCAPG, NUF2, NCAPH2, NCAPH, SPC24, CENPF"
"GO:0007093","mitotic cell cycle checkpoint signaling","38/1468","152/18986",0.25,3.233310626703,8.0025005170746,5.96971082409948e-11,1.53000737852559e-08,1.2043137830325e-08,"990/332/991/10769/220134/57405/63967/699/221150/51512/51514/4582/9212/983/9319/701/55143/144455/90381/4193/9587/8870/8738/1843/891/25949/51720/5347/7272/4683/11130/672/83540/1111/4998/147841/1063/5371",38,"CDC6, BIRC5, CDC20, PLK2, SKA1, SPC25, CLSPN, BUB1, SKA3, GTSE1, DTL, MUC1, AURKB, CDK1, TRIP13, BUB1B, CDCA8, E2F7, TICRR, MDM2, MAD2L1BP, IER3, CRADD, DUSP1, CCNB1, SYF2, UIMC1, PLK1, TTK, NBN, ZWINT, BRCA1, NUF2, CHEK1, ORC1, SPC24, CENPF, PML"
"GO:0098813","nuclear chromosome segregation","61/1468","324/18986",0.188271604938272,2.43496232381337,7.54153895207076,6.14675453381458e-11,1.53000737852559e-08,1.2043137830325e-08,"6604/116028/990/332/9133/24137/991/4751/220134/57405/9787/9928/146909/113130/57520/699/5728/130951/9700/221150/10744/22974/9212/983/25978/200942/9319/11144/259266/7320/701/55143/11065/7153/9587/56992/3833/1843/148479/51203/891/9493/5347/4605/11004/51510/7272/84057/84072/3832/81620/11130/64151/83540/728637/9985/29781/23397/147841/1063/100130958",61,"SMARCD3, RMI2, CDC6, BIRC5, CCNB2, KIF4A, CDC20, NEK2, SKA1, SPC25, DLGAP5, KIF14, KIF18B, CDCA5, HECW2, BUB1, PTEN, M1AP, ESPL1, SKA3, PTTG2, TPX2, AURKB, CDK1, CHMP2B, KLHDC8B, TRIP13, DMC1, ASPM, UBE2B, BUB1B, CDCA8, UBE2C, TOP2A, MAD2L1BP, KIF15, KIFC1, DUSP1, PHF13, NUSAP1, CCNB1, KIF23, PLK1, MYBL2, KIF2C, CHMP5, TTK, MND1, HORMAD1, KIF11, CDT1, ZWINT, NCAPG, NUF2, MEIKIN, REC8, NCAPH2, NCAPH, SPC24, CENPF, SYCE1L"
"GO:0051304","chromosome separation","27/1468","84/18986",0.321428571428571,4.15711366290385,8.39463946813805,7.62477479705509e-11,1.81882648804752e-08,1.43165179413127e-08,"332/991/220134/5359/57405/9787/699/130951/9700/221150/9212/9319/701/55143/11065/9587/1843/891/5347/7272/11130/64151/83540/29781/23397/147841/1063",27,"BIRC5, CDC20, SKA1, PLSCR1, SPC25, DLGAP5, BUB1, M1AP, ESPL1, SKA3, AURKB, TRIP13, BUB1B, CDCA8, UBE2C, MAD2L1BP, DUSP1, CCNB1, PLK1, TTK, ZWINT, NCAPG, NUF2, NCAPH2, NCAPH, SPC24, CENPF"
